FA-Nr.,Artikelnr.,Bez./Artikel,Maschinenressource,AG-Starttermin,AG-Ende,KW,Tag,Wochentag,Planzeit [h],KI-Zeit [h],Ist-Zeit [h]
742307,ZJDE202248,"Schieberplatte DRBS DN 10"" DA 270 S 20",PM11,2025-06-03 15:06:00,2025-06-03 17:00:00,23,2025-06-03,Dienstag,4.732842733162412,4.321347947787728,
742308,ZJDE202248,"Schieberplatte DRBS DN 10"" DA 270 S 20",PW71,2025-05-28 03:57:00,2025-05-28 06:09:00,22,2025-05-28,Mittwoch,8.47683403465064,7.981429247964214,
742308,ZJDE202248,"Schieberplatte DRBS DN 10"" DA 270 S 20",QC20,2025-05-28 16:54:00,2025-05-28 17:33:00,22,2025-05-28,Mittwoch,1.540277460216468,1.6589987280732106,
742308,ZJDE202248,"Schieberplatte DRBS DN 10"" DA 270 S 20",PM11,2025-06-03 15:06:00,2025-06-03 17:00:00,23,2025-06-03,Dienstag,8.627937228175696,8.169846362402858,
742310,ZJDE202248,"Schieberplatte DRBS DN 10"" DA 270 S 20",PW71,2025-05-28 03:57:00,2025-05-28 06:09:00,22,2025-05-28,Mittwoch,0.7098276810501446,0.8447463211035358,
742312,ZJDE202591,"Leitplatte DRBS DN 42"" B 1340 L 3050 MOD 236990/04",PM52,2025-05-29 09:00:00,2025-05-29 17:30:00,22,2025-05-29,Donnerstag,5.837752221646191,5.289786751064109,
742313,ZJDE202591,"Leitplatte DRBS DN 42"" B 1340 L 3050 MOD 236990/04",95110,2025-05-31 13:00:00,2025-06-02 14:00:00,22,2025-05-31,Samstag,9.61265616251427,10.044999209730555,
742314,ZJDE202591,"Leitplatte DRBS DN 42"" B 1340 L 3050 MOD 236990/04",95110,2025-05-31 13:00:00,2025-06-02 14:00:00,22,2025-05-31,Samstag,2.0523440052824515,2.135943808200144,
742314,ZJDE202591,"Leitplatte DRBS DN 42"" B 1340 L 3050 MOD 236990/04",PC81,2025-06-04 18:48:00,2025-06-04 21:12:00,23,2025-06-04,Mittwoch,6.296444074635305,7.354963435572349,
742315,ZJDE202602,"Leitplatte DRBS DN 10"" B 480 L 1030 MOD234923/02",SM00,2025-05-28 19:38:00,2025-05-28 19:44:00,22,2025-05-28,Mittwoch,6.724889491621824,6.0856196043168325,
742316,ZJDE202602,"Leitplatte DRBS DN 10"" B 480 L 1030 MOD234923/02",QC20,2025-06-05 21:33:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,6.633089811294131,7.217292776164433,
742319,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",QC10,2025-05-29 17:12:00,2025-05-29 17:42:00,22,2025-05-29,Donnerstag,2.9007744477909663,2.96446168070927,
742319,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",PM54,2025-06-04 17:14:00,2025-06-04 19:47:00,23,2025-06-04,Mittwoch,3.598911468376053,3.4896093987956576,
742320,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",QC10,2025-06-05 20:27:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,4.453113809224183,4.647176194983752,
742550,ZJDEE0001937,Ronde D 276 x 20,PC00,2025-05-21 21:44:00,2025-05-21 21:45:00,21,2025-05-21,Mittwoch,7.921914806063022,7.67231239948508,
742551,ZJDEE0001937,Ronde D 276 x 20,PC00,2025-05-21 21:44:00,2025-05-21 21:45:00,21,2025-05-21,Mittwoch,5.287798903250092,5.771747025131454,
742556,ZJDEE0001938,Blechzuschnitt B 110 S 30 L 95,PC21,2025-05-21 10:46:00,2025-05-21 11:00:00,21,2025-05-21,Mittwoch,9.601721852152703,9.524043473998963,
742554,ZJDEE0001938,Blechzuschnitt B 110 S 30 L 95,PC00,2025-05-21 21:44:00,2025-05-21 21:45:00,21,2025-05-21,Mittwoch,8.962457738977335,9.839589056001866,
742555,ZJDEE0001938,Blechzuschnitt B 110 S 30 L 95,PC21,2025-05-21 10:46:00,2025-05-21 11:00:00,21,2025-05-21,Mittwoch,5.311525862873753,5.43186524328333,
742560,ZJDEE0001938,Blechzuschnitt B 110 S 30 L 95,PC00,2025-05-21 21:44:00,2025-05-21 21:45:00,21,2025-05-21,Mittwoch,1.1106948199605589,1.1746295070044477,
742321,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",PM54,2025-06-04 17:14:00,2025-06-04 19:47:00,23,2025-06-04,Mittwoch,8.443932939846526,8.065993469264715,
742322,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",95110,2025-05-31 13:00:00,2025-06-02 14:00:00,22,2025-05-31,Samstag,6.928314616591013,6.523087621587546,
742322,ZJDE202695,"Schieberplatte DRBS NPS 42"" DA 1058 S 60",PM54,2025-06-04 17:14:00,2025-06-04 19:47:00,23,2025-06-04,Mittwoch,2.757037849980103,2.808945702791904,
742323,ZJDE202883,"Plattenkorb DRBS NPS 10"" B 420 H 141,1 L 742",PW21,2025-05-26 04:09:00,2025-05-26 06:54:00,22,2025-05-26,Montag,8.190695076371842,7.9900842050324,
742324,ZJDE202883,"Plattenkorb DRBS NPS 10"" B 420 H 141,1 L 742",PC71,2025-05-23 14:48:00,2025-05-23 16:54:00,21,2025-05-23,Freitag,8.546760882124618,9.513999783409968,
742328,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",PW00,2025-05-26 17:44:00,2025-05-26 17:45:00,22,2025-05-26,Montag,9.236340166516483,9.509106211986355,
742328,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",PC71,2025-05-23 11:39:00,2025-05-23 14:57:00,21,2025-05-23,Freitag,7.660988302106213,6.967560600736887,
742328,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",95110,2025-05-28 13:00:00,2025-05-30 14:00:00,22,2025-05-28,Mittwoch,5.351672574126433,5.295629208265209,
742328,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",PM08,2025-06-03 18:45:00,2025-06-03 20:00:00,23,2025-06-03,Dienstag,2.006368000018788,2.1837747226076027,
742326,ZJDE202883,"Plattenkorb DRBS NPS 10"" B 420 H 141,1 L 742",PDD10,2025-05-27 12:57:00,2025-05-27 13:00:00,22,2025-05-27,Dienstag,1.7194954758115164,1.8779025093949937,
742326,ZJDE202883,"Plattenkorb DRBS NPS 10"" B 420 H 141,1 L 742",PM54,2025-06-05 08:57:00,2025-06-05 10:45:00,23,2025-06-05,Donnerstag,2.2999609723446293,2.094068834270117,
742327,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",QC20,2025-06-05 21:30:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,4.047823551342295,4.077080097345183,
742328,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",PM52,2025-06-04 14:51:00,2025-06-04 20:03:00,23,2025-06-04,Mittwoch,9.814425369739155,9.879413073098386,
742329,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",PW00,2025-05-26 17:44:00,2025-05-26 17:45:00,22,2025-05-26,Montag,8.55498059198588,9.757183838000959,
742329,ZJDE202896,"Plattenkorb DRBS NPS 42"" B 1246 H 335,4 L 2365",QC20,2025-06-05 21:30:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,5.565490840567702,6.399132992945537,
742331,ZJDE203053,Ringspannelement 90 Formschluessig,SM00,2025-06-04 10:47:00,2025-06-04 10:48:00,23,2025-06-04,Mittwoch,1.9819010333496572,1.8564916573137826,
742332,ZJDE203054,Ringspannelement 40 Formschluessig,PSA00,2025-06-05 13:44:00,2025-06-05 13:45:00,23,2025-06-05,Donnerstag,6.979011019772979,7.964268899879261,
742333,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",PSA10,2025-06-05 08:45:00,2025-06-05 09:57:00,23,2025-06-05,Donnerstag,7.356446866742897,7.8738943115608695,
742335,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",PW71,2025-05-23 06:12:00,2025-05-23 06:27:00,21,2025-05-23,Freitag,8.7102329136545,10.335325527525907,
742564,ZJDEE0002027,"Gehaeuseboden DRBS NPS 42""",QC00,2025-03-28 16:13:00,2025-03-28 16:14:00,13,2025-03-28,Freitag,0.019345580202372144,0.017383442183940397,0.016666666666666666
742566,ZJDEE0002225,Tragoese B 210 S 35 L 347.5 D 52,PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.018363581808309347,0.01484493669904125,0.016666666666666666
742567,ZJDEE0002225,Tragoese B 210 S 35 L 347.5 D 52,PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.01627146511398085,0.01808309068265334,0.016666666666666666
742568,ZJDEE0002225,Tragoese B 210 S 35 L 347.5 D 52,PM42,2025-03-31 10:31:00,2025-03-31 11:00:00,14,2025-03-31,Montag,0.3684068189765527,0.4938202586545339,0.48333333333333334
742569,ZJDEE0002225,Tragoese B 210 S 35 L 347.5 D 52,PC21,2025-03-28 14:05:00,2025-03-28 15:17:00,13,2025-03-28,Freitag,1.0102897129015636,1.1970292296579434,1.2
742573,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC21,2025-03-31 10:43:00,2025-03-31 11:00:00,14,2025-03-31,Montag,0.33162694847122204,0.24638714826584077,0.2833333333333333
742574,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC21,2025-03-31 10:43:00,2025-03-31 11:00:00,14,2025-03-31,Montag,0.18122373804576047,0.2603703357629548,0.2833333333333333
742336,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",QC10,2025-05-23 17:12:00,2025-05-23 17:36:00,21,2025-05-23,Freitag,3.187254120838229,3.0145411860043856,
742336,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",PM32,2025-06-02 09:51:00,2025-06-02 13:39:00,23,2025-06-02,Montag,5.812739808501083,6.440538194590523,
742336,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",PM54,2025-06-03 08:39:00,2025-06-03 10:33:00,23,2025-06-03,Dienstag,1.1308852544769974,1.1831128037934335,
742336,ZJDE279724,"Kompensator DRBS DN 42"" DI 1028 DA 1140 L 341 Mehrwellig",QC10,2025-06-05 21:12:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,1.2540834290119935,1.3277430296530266,
742337,ZJDE450490,Rolle DRBS DA 90 DI 50 L 35 Linkagekurve,QC20,2025-06-05 21:21:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,6.724852486001186,6.973635035594414,
742341,ZJDEE0001113,Flachzuschnitt B 110  S 10  L 150,PC00,2025-04-01 21:44:00,2025-04-01 21:45:00,14,2025-04-01,Dienstag,0.018378188618416284,0.013652292416019321,0.016666666666666666
742347,ZJDEE0001292,Flachzuschnitt B 25 S 8 L 274,PC00,2025-06-05 21:44:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,1.0871516286759546,0.9950779610275413,
742350,ZJDEE0001786,"Kompensatorring DRBS NPS 42"" DI 1028 DA 1145 H 128",SM00,2025-05-08 20:15:00,2025-05-08 20:16:00,19,2025-05-08,Donnerstag,2.5078121012045274,2.8665300377827205,
742350,ZJDEE0001786,"Kompensatorring DRBS NPS 42"" DI 1028 DA 1145 H 128",PM32,2025-05-09 07:15:00,2025-05-09 11:00:00,19,2025-05-09,Freitag,6.484879271073924,7.331904620276092,
742576,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.01772517324760085,0.01655163324765854,0.016666666666666666
742579,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC21,2025-03-31 10:43:00,2025-03-31 11:00:00,14,2025-03-31,Montag,0.3227331192702251,0.2901366919344112,0.2833333333333333
742580,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.018582559915090547,0.018254674938319324,0.016666666666666666
742581,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.01635400010478503,0.0154280508687107,0.016666666666666666
742582,ZJDEE0002226,"Gehaeuseflanschrippe DRBS NPS 42"" kleine Ausfuehrung B 490 S 25 L 485",PC60,2025-04-01 13:44:00,2025-04-01 13:45:00,14,2025-04-01,Dienstag,0.011021690610473363,0.015734284396789682,0.016666666666666666
742588,ZJDEE0002228,"Gehaeuserippe DRBS NPS 42"" kleine Ausfuehrung B 220 S 25 L 350",PC21,2025-04-01 10:46:00,2025-04-01 11:00:00,14,2025-04-01,Dienstag,0.17157876578604392,0.21565950885654298,0.23333333333333334
742351,ZJDEE0001786,"Kompensatorring DRBS NPS 42"" DI 1028 DA 1145 H 128",SM00,2025-05-08 20:15:00,2025-05-08 20:16:00,19,2025-05-08,Donnerstag,5.261426946987196,5.468165857298043,
742352,ZJDEE0001786,"Kompensatorring DRBS NPS 42"" DI 1028 DA 1145 H 128",PM00,2025-05-12 13:44:00,2025-05-12 13:45:00,20,2025-05-12,Montag,1.1562151945509527,1.3612926199369377,
742359,ZJDEE0001788,"Rohrschuss DRBS NPS 42"" DI 1028 DA 1040 H 225",PC21,2025-05-07 08:37:00,2025-05-07 09:21:00,19,2025-05-07,Mittwoch,0.7182498594125737,0.8152842973550941,
742599,ZJDEE0002230,Blechzuschnitt B 220 S 25 L 240,PC21,2025-04-01 10:47:00,2025-04-01 11:00:00,14,2025-04-01,Dienstag,0.25860758368646364,0.21237615482390051,0.21666666666666667
748258,B18585DE-07,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54""  FTF 1400",QC20,2025-08-12 08:06:00,2025-08-12 09:30:00,33,2025-08-12,Dienstag,3.4253305560531975,3.515949542777973,
744153,ZJDEE0002293,Tragoese B 92.5 S 25 L 358 D 42,PM42,2025-04-02 10:49:00,2025-04-02 11:00:00,14,2025-04-02,Mittwoch,0.18127769011288866,0.17391156427744953,0.18333333333333332
744153,ZJDEE0002293,Tragoese B 92.5 S 25 L 358 D 42,PC60,2025-04-03 13:44:00,2025-04-03 13:45:00,14,2025-04-03,Donnerstag,0.01432046114619229,0.013633719781702306,0.016666666666666666
744154,ZJDEE0002293,Tragoese B 92.5 S 25 L 358 D 42,PC21,2025-03-31 20:00:00,2025-03-31 20:16:00,14,2025-03-31,Montag,0.19146262231465638,0.2598071773740076,0.26666666666666666
744162,ZJDEE0002294,Tragoese B 92.5 S 25 L 268 D 42,PC60,2025-04-03 13:44:00,2025-04-03 13:45:00,14,2025-04-03,Donnerstag,0.010776373384309097,0.018239859603148414,0.016666666666666666
744164,ZJDEE0002294,Tragoese B 92.5 S 25 L 268 D 42,PM42,2025-04-02 10:49:00,2025-04-02 11:00:00,14,2025-04-02,Mittwoch,0.16638685586010973,0.16527107273306216,0.18333333333333332
744165,ZJDEE0002294,Tragoese B 92.5 S 25 L 268 D 42,PM42,2025-04-02 10:49:00,2025-04-02 11:00:00,14,2025-04-02,Mittwoch,0.1268768911269796,0.16193055036274587,0.18333333333333332
744167,ZJDEE0002301,"Spuelstutzen NPS 1"", CL.300, RF L 223",QC20,2025-04-04 21:33:00,2025-04-04 21:45:00,14,2025-04-04,Freitag,0.17195313419532504,0.20002286099917985,0.2
744170,ZJDEE0002291,"Rechteckflansch DRBS NPS 10"" zum Gehaeuse B 340 S 35 L 615",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.01954103519448337,0.017672704333091992,0.016666666666666666
744171,ZJDEE0002291,"Rechteckflansch DRBS NPS 10"" zum Gehaeuse B 340 S 35 L 615",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.01568045418285368,0.013406939475410032,0.016666666666666666
744175,ZJDEE0002291,"Rechteckflansch DRBS NPS 10"" zum Gehaeuse B 340 S 35 L 615",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.014939559087637758,0.01609693437038244,0.016666666666666666
744179,ZJDEE0001925,"Pipe shot DRBS NPS 10"" DI 240 DA 252 H 100",PC21,2025-05-09 09:13:00,2025-05-09 09:30:00,19,2025-05-09,Freitag,7.445953068666252,8.125228027929056,
744180,ZJDEE0001925,"Pipe shot DRBS NPS 10"" DI 240 DA 252 H 100",PC41,2025-05-09 20:45:00,2025-05-09 21:45:00,19,2025-05-09,Freitag,4.3942643089254245,4.4344565733966474,
744182,B18585DE-01,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 42"" - NPS 10"" Linkage",SM00,2025-06-06 21:37:00,2025-06-09 07:52:00,23,2025-06-06,Freitag,9.0777142061829,9.49574772241456,
744182,B18585DE-01,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 42"" - NPS 10"" Linkage",PSA20,2025-08-01 10:58:00,2025-08-04 12:28:00,31,2025-08-01,Freitag,6.5170801876419056,7.545369374605331,
744187,ZJDEE0001923,"KOMPENSATORRING DRBS NPS 10"" DI 240 DA 355 H 47",PM00,2025-05-14 13:42:00,2025-05-14 13:45:00,20,2025-05-14,Mittwoch,2.876927662963681,3.3220124439466363,
744188,ZJDEE0001923,"KOMPENSATORRING DRBS NPS 10"" DI 240 DA 355 H 47",PC21,2025-05-12 14:11:00,2025-05-12 14:38:00,20,2025-05-12,Montag,7.629268309190454,7.177480875202676,
744192,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",PDS10,2025-06-02 20:46:00,2025-06-02 21:16:00,23,2025-06-02,Montag,1.6120716774687018,1.7529141969727222,
744191,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",QC10,2025-05-28 17:18:00,2025-05-28 17:36:00,22,2025-05-28,Mittwoch,3.582695939127882,4.177976832455331,
744191,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",PDD10,2025-05-29 12:51:00,2025-05-29 13:00:00,22,2025-05-29,Donnerstag,0.6868828651946456,0.8233399116409768,
744193,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",QC10,2025-06-05 21:18:00,2025-06-05 21:45:00,23,2025-06-05,Donnerstag,7.175052688505964,7.595843004725263,
748385,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",PSA20,2025-07-15 11:02:00,2025-07-15 14:17:00,29,2025-07-15,Dienstag,7.353580841839343,8.080983666642965,
748385,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",PDS20,2025-07-23 00:40:00,2025-07-24 12:55:00,30,2025-07-23,Mittwoch,0.711003270111506,0.8146786400835037,
748385,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",PSA20,2025-07-25 19:11:00,2025-07-31 19:41:00,30,2025-07-25,Freitag,6.275534947270595,6.355346409824908,
748385,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",PSA40,2025-08-05 17:17:00,2025-08-05 20:17:00,32,2025-08-05,Dienstag,1.4735547514704068,1.577165842392498,
748385,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",PDS20,2025-08-11 23:14:00,2025-08-12 08:59:00,33,2025-08-11,Montag,4.47231243809936,4.232686039497249,
748386,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",QC20,2025-08-13 15:15:00,2025-08-13 15:45:00,33,2025-08-13,Mittwoch,0.6996146202119888,0.8100982580681257,
748387,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",QC20,2025-07-17 14:02:00,2025-07-17 14:53:00,29,2025-07-17,Donnerstag,7.599488108752542,8.07304007592086,
748387,B18585DE-05,"Doppelplatten - Rohrbrueckenschieber DRBS NPS 54"" - NPS 12"" Linkage",QC00,2025-07-25 07:55:00,2025-07-25 07:56:00,30,2025-07-25,Freitag,1.4291054617118502,1.3437916695813379,
744194,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",PW71,2025-05-28 06:18:00,2025-05-28 06:33:00,22,2025-05-28,Mittwoch,2.143014431176061,2.216275495953157,
744194,ZJDE202223,"Kompensator DRBS DN 10"" DI 240 DA 350 L 143,4",PDS10,2025-06-02 20:46:00,2025-06-02 21:16:00,23,2025-06-02,Montag,6.404977240996416,7.574928007666647,
744195,ZJDEE0002290,"Gehaeusewandung DRBS NPS 10"" B 197 S 15 L 1299",PC60,2025-04-04 13:44:00,2025-04-04 13:45:00,14,2025-04-04,Freitag,0.014269751510325819,0.015132366572205534,0.016666666666666666
744197,ZJDEE0002439,"Gehaeusewandung DRBS NPS 10"" B 197 S 15 L 1299",PC91,2025-04-03 10:31:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.4428488710219713,0.43770753559909614,0.48333333333333334
744198,ZJDEE0002290,"Gehaeusewandung DRBS NPS 10"" B 197 S 15 L 1299",PC60,2025-04-04 13:44:00,2025-04-04 13:45:00,14,2025-04-04,Freitag,0.016225578096470374,0.017157475664203725,0.016666666666666666
744202,ZJDEE0002290,"Gehaeusewandung DRBS NPS 10"" B 197 S 15 L 1299",PC22,2025-04-01 21:39:00,2025-04-02 07:17:00,14,2025-04-01,Dienstag,10.51795259599361,10.13083805834768,9.633333333333333
744202,ZJDEE0002290,"Gehaeusewandung DRBS NPS 10"" B 197 S 15 L 1299",PC91,2025-04-03 10:31:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.4103211275022348,0.5081020587292108,0.48333333333333334
744206,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC21,2025-04-03 10:47:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.19150441355203546,0.17802696343989696,0.21666666666666667
744210,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.01674602472290565,0.01364378195423945,0.016666666666666666
744211,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC21,2025-04-03 10:47:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.20830542921597286,0.20007086347859704,0.21666666666666667
744212,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC21,2025-04-03 10:47:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.1760410003528113,0.22784508909006124,0.21666666666666667
744213,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC21,2025-04-03 10:47:00,2025-04-03 11:00:00,14,2025-04-03,Donnerstag,0.16010007712661192,0.20962092004380586,0.21666666666666667
744213,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.018865674031275193,0.014646376071842054,0.016666666666666666
744215,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.018048704050858084,0.01523088665288929,0.016666666666666666
744216,ZJDEE0002297,"Gehaeuserippe DRBS NPS 10"" B 92.5 S 20 L 372",PC00,2025-04-03 21:44:00,2025-04-03 21:45:00,14,2025-04-03,Donnerstag,0.018672505841543226,0.014256353607675043,0.016666666666666666
744219,ZJDEE0003483,"Gehaeusehaelfte B DDTC NPS 10""",PW31,2025-03-31 20:59:00,2025-03-31 22:44:00,14,2025-03-31,Montag,1.9139235862584436,1.775036527507861,1.75
744219,ZJDEE0003483,"Gehaeusehaelfte B DDTC NPS 10""",QC00,2025-04-02 17:26:00,2025-04-02 17:27:00,14,2025-04-02,Mittwoch,0.013949050558951934,0.015187926978848156,0.016666666666666666
744219,ZJDEE0003483,"Gehaeusehaelfte B DDTC NPS 10""",PW31,2025-04-03 04:42:00,2025-04-03 06:18:00,14,2025-04-03,Donnerstag,1.0677798816629844,1.5014889902381825,1.6
744223,ZJDEE0002298,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC21,2025-04-01 15:12:00,2025-04-01 15:26:00,14,2025-04-01,Dienstag,0.276305331853218,0.23072463797369722,0.23333333333333334
744221,ZJDEE0002298,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC21,2025-04-01 15:12:00,2025-04-01 15:26:00,14,2025-04-01,Dienstag,0.1716975258020051,0.22095218203445452,0.23333333333333334
744224,ZJDEE0003923,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC21,2025-04-01 15:12:00,2025-04-01 15:26:00,14,2025-04-01,Dienstag,0.23936201151865685,0.22888650601915997,0.23333333333333334
744226,ZJDEE0003923,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC21,2025-04-01 15:12:00,2025-04-01 15:26:00,14,2025-04-01,Dienstag,0.16527359776425588,0.19304711224123344,0.23333333333333334
744227,ZJDEE0003923,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC21,2025-04-01 15:12:00,2025-04-01 15:26:00,14,2025-04-01,Dienstag,0.26591580099885864,0.2095443450014556,0.23333333333333334
744235,ZJDEE0003923,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 201",PC60,2025-04-03 13:44:00,2025-04-03 13:45:00,14,2025-04-03,Donnerstag,0.01573927684938996,0.013966907092745518,0.016666666666666666
744237,ZJDEE0002299,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 162",PC71,2025-04-02 10:42:00,2025-04-02 11:00:00,14,2025-04-02,Mittwoch,0.22461924315766346,0.29189046705834865,0.3
744241,ZJDEE0002299,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 162",PC71,2025-04-02 10:42:00,2025-04-02 11:00:00,14,2025-04-02,Mittwoch,0.252382794750309,0.3259267247244936,0.3
744242,ZJDEE0002299,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 162",PC21,2025-04-01 15:14:00,2025-04-01 15:27:00,14,2025-04-01,Dienstag,0.2554178393215868,0.18938937506927997,0.21666666666666667
744243,ZJDEE0002299,"Gehaeuseflanschrippe DRBS NPS 10"" kleine Ausfuehrung B 92.5 S 20 L 162",PC60,2025-04-03 13:44:00,2025-04-03 13:45:00,14,2025-04-03,Donnerstag,0.0177397432006218,0.018237148524745943,0.016666666666666666
